what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353191497656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353191498693
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1353191547481
activated,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353191547815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353191551931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353191554805
activated,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353191554953
closed,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353191554954
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1353191556269
activated,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353191556585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353191558663
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1353191559880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353191562107
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1353191563372
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1353191563389
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1353191563423
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1353191563430
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1353191563451
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1353191563488
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1353191563858
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1353191563927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353191564482
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1353191564545
